INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182009639,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,307,,2/6/18 1:10,2018,2,Tuesday,1,Part Two,COLUMBUS AVE,42.31590032,-71.09820045,"(42.31590032, -71.09820045)"
I182009602,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,343,,2/5/18 21:40,2018,2,Monday,21,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I182009592,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2, ,,2/5/18 20:50,2018,2,Monday,20,Part Two,,,,"(0.00000000, 0.00000000)"
I182009591,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B3,464,,2/5/18 21:10,2018,2,Monday,21,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182009569,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,444,,2/5/18 19:21,2018,2,Monday,19,Part Two,ABBOT ST,42.29766924,-71.08697895,"(42.29766924, -71.08697895)"
I182009548,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A7,29,,2/5/18 18:13,2018,2,Monday,18,Part Two,BREMEN ST,42.37167554,-71.03563919,"(42.37167554, -71.03563919)"
I182009524,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,D14, ,,2/5/18 16:41,2018,2,Monday,16,Part Two,CLEVEMONT AVE,,,"(0.00000000, 0.00000000)"
I182009524,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D14, ,,2/5/18 16:41,2018,2,Monday,16,Part Two,CLEVEMONT AVE,,,"(0.00000000, 0.00000000)"
I182009524,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,D14, ,,2/5/18 16:41,2018,2,Monday,16,Part Two,CLEVEMONT AVE,,,"(0.00000000, 0.00000000)"
I182009524,1847,Drug Violation,DRUGS - POSS CLASS C - INTENT TO MFR DIST DISP,D14, ,,2/5/18 16:41,2018,2,Monday,16,Part Two,CLEVEMONT AVE,,,"(0.00000000, 0.00000000)"
I182009524,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,D14, ,,2/5/18 16:41,2018,2,Monday,16,Part Two,CLEVEMONT AVE,,,"(0.00000000, 0.00000000)"
I182009519,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,914,,2/5/18 15:50,2018,2,Monday,15,Part Two,COLONEL MICHAEL J. MCDONO,42.32790482,-71.05305583,"(42.32790482, -71.05305583)"
I182009510,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,63,,2/5/18 16:00,2018,2,Monday,16,Part Two,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I182009499,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,194,,2/5/18 15:13,2018,2,Monday,15,Part Two,DORCHESTER AVE,42.33014012,-71.05695787,"(42.33014012, -71.05695787)"
I182009495,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2, ,,2/5/18 14:55,2018,2,Monday,14,Part Two,COPELAND ST,,,"(0.00000000, 0.00000000)"
I182009495,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2, ,,2/5/18 14:55,2018,2,Monday,14,Part Two,COPELAND ST,,,"(0.00000000, 0.00000000)"
I182009483,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,450,,2/5/18 14:35,2018,2,Monday,14,Part Two,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)"
I182009479,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A15,41,,2/5/18 14:00,2018,2,Monday,14,Part Two,BUNKER HILL ST,42.37736388,-71.05791376,"(42.37736388, -71.05791376)"
I182009470,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,402,,2/5/18 13:59,2018,2,Monday,13,Part Two,ROCKWELL ST,42.28387495,-71.07154989,"(42.28387495, -71.07154989)"
I182009464,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A7,29,,2/5/18 13:04,2018,2,Monday,13,Part Two,MAVERICK SQ,42.36943145,-71.03917179,"(42.36943145, -71.03917179)"
I182009307,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C11,378,,2/4/18 20:25,2018,2,Sunday,20,Part Two,NAHANT AVE,42.28772691,-71.05350569,"(42.28772691, -71.05350569)"
I182009132,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,261,,2/4/18 2:37,2018,2,Sunday,2,Part Two,DUDLEY ST,42.32104169,-71.07215291,"(42.32104169, -71.07215291)"
I182009097,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E18,495,,2/3/18 23:21,2018,2,Saturday,23,Part Two,HYDE PARK AVE,42.26216909,-71.12185558,"(42.26216909, -71.12185558)"
I182009040,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B3,464,,2/3/18 18:14,2018,2,Saturday,18,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182008992,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,D4,170,,2/3/18 14:20,2018,2,Saturday,14,Part Two,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.33562126, -71.07582361)"
I182008992,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,170,,2/3/18 14:20,2018,2,Saturday,14,Part Two,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.33562126, -71.07582361)"
I182008887,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,179,,2/3/18 2:53,2018,2,Saturday,2,Part Two,FARNHAM ST,42.33043599,-71.07400123,"(42.33043599, -71.07400123)"
I182008859,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C6,206,,2/2/18 21:34,2018,2,Friday,21,Part Two,NORTHERN AVE,42.35320826,-71.0464714,"(42.35320826, -71.04647140)"
I182008833,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C6,186,,2/2/18 20:42,2018,2,Friday,20,Part Two,MASSACHUSETTS AVE,42.32553801,-71.06579592,"(42.32553801, -71.06579592)"
I182008690,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13, ,,2/2/18 11:24,2018,2,Friday,11,Part Two,NEW WASHINGTON ST,,,"(0.00000000, 0.00000000)"
I182008690,1846,Drug Violation,DRUGS - POSS CLASS E,E13, ,,2/2/18 11:24,2018,2,Friday,11,Part Two,NEW WASHINGTON ST,,,"(0.00000000, 0.00000000)"
I182008614,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B2,330,,2/2/18 1:59,2018,2,Friday,1,Part Two,BLUE HILL AVE,42.3043395,-71.08477887,"(42.30433950, -71.08477887)"
I182008609,1831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,B3,463,,2/2/18 1:43,2018,2,Friday,1,Part Two,LORNE ST,42.29352763,-71.09037783,"(42.29352763, -71.09037783)"
I182008585,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B2, ,,2/1/18 22:51,2018,2,Thursday,22,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I182008566,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,393,,2/1/18 21:15,2018,2,Thursday,21,Part Two,BRUCE ST,42.28795236,-71.05984036,"(42.28795236, -71.05984036)"
I182008555,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,429,,2/1/18 20:38,2018,2,Thursday,20,Part Two,HARWOOD ST,42.2857651,-71.08763245,"(42.28576510, -71.08763245)"
I182008551,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,465,,2/1/18 20:54,2018,2,Thursday,20,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I182008548,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A15,930,,2/1/18 18:58,2018,2,Thursday,18,Part Two,COLUMBUS AVE,42.31506898,-71.09746579,"(42.31506898, -71.09746579)"
I182008546,1844,Drug Violation,DRUGS - POSS CLASS C,B2,305,,2/1/18 19:42,2018,2,Thursday,19,Part Two,MARCELLA ST,42.3207858,-71.09316876,"(42.32078580, -71.09316876)"
I182008546,1846,Drug Violation,DRUGS - POSS CLASS E,B2,305,,2/1/18 19:42,2018,2,Thursday,19,Part Two,MARCELLA ST,42.3207858,-71.09316876,"(42.32078580, -71.09316876)"
I182008546,1847,Drug Violation,DRUGS - POSS CLASS C - INTENT TO MFR DIST DISP,B2,305,,2/1/18 19:42,2018,2,Thursday,19,Part Two,MARCELLA ST,42.3207858,-71.09316876,"(42.32078580, -71.09316876)"
I182008544,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2/1/18 20:30,2018,2,Thursday,20,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I182008542,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,326,,2/1/18 20:13,2018,2,Thursday,20,Part Two,DUNKELD ST,42.31242508,-71.07587329,"(42.31242508, -71.07587329)"
I182008529,1844,Drug Violation,DRUGS - POSS CLASS C,C11,256,,2/1/18 19:23,2018,2,Thursday,19,Part Two,COLUMBIA RD,42.32142759,-71.05234417,"(42.32142759, -71.05234417)"
I182008529,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,256,,2/1/18 19:23,2018,2,Thursday,19,Part Two,COLUMBIA RD,42.32142759,-71.05234417,"(42.32142759, -71.05234417)"
I182008507,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,172,,2/1/18 16:00,2018,2,Thursday,16,Part Two,BRADSTON ST,42.332354,-71.07138696,"(42.33235400, -71.07138696)"
I182008507,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,172,,2/1/18 16:00,2018,2,Thursday,16,Part Two,BRADSTON ST,42.332354,-71.07138696,"(42.33235400, -71.07138696)"
I182008496,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6, ,,2/1/18 16:30,2018,2,Thursday,16,Part Two,JOSEPH AGRI,,,"(0.00000000, 0.00000000)"
I182008494,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,C6,200,,2/1/18 17:00,2018,2,Thursday,17,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
I182008488,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A7,29,,2/1/18 16:41,2018,2,Thursday,16,Part Two,MAVERICK SQ,42.36943145,-71.03917179,"(42.36943145, -71.03917179)"
I182008448,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4, ,,2/1/18 13:39,2018,2,Thursday,13,Part Two,E LENOX ST,,,"(0.00000000, 0.00000000)"
I182008448,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4, ,,2/1/18 13:39,2018,2,Thursday,13,Part Two,E LENOX ST,,,"(0.00000000, 0.00000000)"
I182008442,1874,Drug Violation,DRUGS - OTHER,D4,285,,2/1/18 12:40,2018,2,Thursday,12,Part Two,WARWICK ST,42.33569299,-71.08458897,"(42.33569299, -71.08458897)"
I182008439,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,461,,2/1/18 13:39,2018,2,Thursday,13,Part Two,VASSAR ST,42.30085414,-71.0759605,"(42.30085414, -71.07596050)"
I182008427,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4, ,,2/1/18 12:25,2018,2,Thursday,12,Part Two,HARRISON AVE,,,"(0.00000000, 0.00000000)"
I182008427,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4, ,,2/1/18 12:25,2018,2,Thursday,12,Part Two,HARRISON AVE,,,"(0.00000000, 0.00000000)"
I182008419,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4, ,,2/1/18 11:15,2018,2,Thursday,11,Part Two,E LENOX ST,,,"(0.00000000, 0.00000000)"
I182008419,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4, ,,2/1/18 11:15,2018,2,Thursday,11,Part Two,E LENOX ST,,,"(0.00000000, 0.00000000)"
I182008341,1845,Drug Violation,DRUGS - POSS CLASS D,B3,438,,2/1/18 1:30,2018,2,Thursday,1,Part Two,NEW ENGLAND AVE,42.29174127,-71.07717929,"(42.29174127, -71.07717929)"
I182008339,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,D14,755,,2/1/18 1:53,2018,2,Thursday,1,Part Two,TIP TOP ST,42.3507771,-71.1701743,"(42.35077710, -71.17017430)"
I182008320,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,171,,1/31/18 22:05,2018,1,Wednesday,22,Part Two,HARRISON AVE,42.33511904,-71.0749171,"(42.33511904, -71.07491710)"
I182008313,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E13, ,,1/31/18 21:27,2018,1,Wednesday,21,Part Two,,,,"(0.00000000, 0.00000000)"
I182008313,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E13, ,,1/31/18 21:27,2018,1,Wednesday,21,Part Two,,,,"(0.00000000, 0.00000000)"
I182008299,1831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,D4,132,,1/31/18 20:25,2018,1,Wednesday,20,Part Two,MARLBOROUGH ST,42.35433643,-71.07323767,"(42.35433643, -71.07323767)"
I182008298,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,302,,1/31/18 19:15,2018,1,Wednesday,19,Part Two,CENTRE ST,42.32270922,-71.09932317,"(42.32270922, -71.09932317)"
I182008294,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,901,,1/31/18 19:51,2018,1,Wednesday,19,Part Two,MCGREEVEY WAY,42.33405571,-71.09553346,"(42.33405571, -71.09553346)"
I182008289,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E18,548,,1/31/18 18:00,2018,1,Wednesday,18,Part Two,BATEMAN ST,42.27170454,-71.1307987,"(42.27170454, -71.13079870)"
I182008288,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,465,,1/31/18 19:53,2018,1,Wednesday,19,Part Two,HANCOCK ST,42.310434,-71.0613401,"(42.31043400, -71.06134010)"
I182008278,1874,Drug Violation,DRUGS - OTHER,C11,343,,1/31/18 7:30,2018,1,Wednesday,7,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I182008264,1847,Drug Violation,DRUGS - POSS CLASS C - INTENT TO MFR DIST DISP,C6, ,,1/31/18 17:30,2018,1,Wednesday,17,Part Two,DEVINE WAY,,,"(0.00000000, 0.00000000)"
I182008264,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6, ,,1/31/18 17:30,2018,1,Wednesday,17,Part Two,DEVINE WAY,,,"(0.00000000, 0.00000000)"
I182008264,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C6, ,,1/31/18 17:30,2018,1,Wednesday,17,Part Two,DEVINE WAY,,,"(0.00000000, 0.00000000)"
I182008262,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,178,,1/31/18 11:30,2018,1,Wednesday,11,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I182008230,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,799,,1/31/18 15:57,2018,1,Wednesday,15,Part Two,PRATT ST,42.35521704,-71.12727745,"(42.35521704, -71.12727745)"
I182008196,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,143,,1/31/18 13:56,2018,1,Wednesday,13,Part Two,EXETER ST,42.34828759,-71.07891773,"(42.34828759, -71.07891773)"
I182008190,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,469,,1/31/18 13:17,2018,1,Wednesday,13,Part Two,HIAWATHA RD,42.27683754,-71.0952644,"(42.27683754, -71.09526440)"
I182008179,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,335,,1/31/18 13:37,2018,1,Wednesday,13,Part Two,BOWDOIN ST,42.30703835,-71.06615319,"(42.30703835, -71.06615319)"
I182008083,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A15,900,,1/31/18 3:46,2018,1,Wednesday,3,Part Two,DECATUR ST,42.37693992,-71.05524264,"(42.37693992, -71.05524264)"
I182008048,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,574,,1/30/18 21:33,2018,1,Tuesday,21,Part Two,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I182008033,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,63,,1/30/18 16:00,2018,1,Tuesday,16,Part Two,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I182008024,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,E13,577,,1/30/18 20:12,2018,1,Tuesday,20,Part Two,ATHERTON ST,42.31875855,-71.10212209,"(42.31875855, -71.10212209)"
I182008024,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,577,,1/30/18 20:12,2018,1,Tuesday,20,Part Two,ATHERTON ST,42.31875855,-71.10212209,"(42.31875855, -71.10212209)"
I182008020,1831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,A7,29,,1/30/18 19:46,2018,1,Tuesday,19,Part Two,MAVERICK SQ,42.36943145,-71.03917179,"(42.36943145, -71.03917179)"
I182008018,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,1/30/18 20:00,2018,1,Tuesday,20,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I182008012,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,904,,1/30/18 18:37,2018,1,Tuesday,18,Part Two,HARRISON AVE,42.33024908,-71.08189495,"(42.33024908, -71.08189495)"
I182008011,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2, ,,1/30/18 19:22,2018,1,Tuesday,19,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I182007997,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C6,194,,1/30/18 17:00,2018,1,Tuesday,17,Part Two,DORCHESTER AVE,42.33014012,-71.05695787,"(42.33014012, -71.05695787)"
I182007997,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,194,,1/30/18 17:00,2018,1,Tuesday,17,Part Two,DORCHESTER AVE,42.33014012,-71.05695787,"(42.33014012, -71.05695787)"
I182007993,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D14,797,,1/30/18 18:11,2018,1,Tuesday,18,Part Two,COMMONWEALTH AVE,42.35170571,-71.11989956,"(42.35170571, -71.11989956)"
I182007987,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D14,816,,1/30/18 17:30,2018,1,Tuesday,17,Part Two,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600, -71.15049850)"
I182007871,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E13,572,,1/30/18 11:34,2018,1,Tuesday,11,Part Two,MONTEBELLO RD,42.31176766,-71.09971564,"(42.31176766, -71.09971564)"
I182007808,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,17,,1/30/18 2:02,2018,1,Tuesday,2,Part Two,CHELSEA ST,42.37977166,-71.02730041,"(42.37977166, -71.02730041)"
I182007784,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,465,,1/29/18 22:25,2018,1,Monday,22,Part Two,HANCOCK ST,42.310434,-71.0613401,"(42.31043400, -71.06134010)"
I182007752,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,63,,1/29/18 16:00,2018,1,Monday,16,Part Two,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I182007752,2617,Drug Violation,CONSPIRACY EXCEPT DRUG LAW,A1,63,,1/29/18 16:00,2018,1,Monday,16,Part Two,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I182007734,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13, ,,1/29/18 19:56,2018,1,Monday,19,Part Two,BRAGDON ST,,,"(0.00000000, 0.00000000)"
I182007713,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E5,712,,1/29/18 18:17,2018,1,Monday,18,Part Two,ROCKINGHAM AVE,42.26483265,-71.15567877,"(42.26483265, -71.15567877)"
I182007708,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,785,,1/29/18 18:21,2018,1,Monday,18,Part Two,MONASTERY RD,42.34483082,-71.14733251,"(42.34483082, -71.14733251)"
I182007684,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4,179,,1/29/18 17:04,2018,1,Monday,17,Part Two,MELNEA CASS BLVD,42.33182961,-71.07347274,"(42.33182961, -71.07347274)"
I182007684,1847,Drug Violation,DRUGS - POSS CLASS C - INTENT TO MFR DIST DISP,D4,179,,1/29/18 17:04,2018,1,Monday,17,Part Two,MELNEA CASS BLVD,42.33182961,-71.07347274,"(42.33182961, -71.07347274)"
I182007684,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,179,,1/29/18 17:04,2018,1,Monday,17,Part Two,MELNEA CASS BLVD,42.33182961,-71.07347274,"(42.33182961, -71.07347274)"
I182007663,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,288,,1/29/18 16:06,2018,1,Monday,16,Part Two,ROXBURY ST,42.3296087,-71.08462109,"(42.32960870, -71.08462109)"
I182007662,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,288,,1/29/18 16:06,2018,1,Monday,16,Part Two,ROXBURY ST,42.3296087,-71.08462109,"(42.32960870, -71.08462109)"
I182007658,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,457,,1/29/18 15:08,2018,1,Monday,15,Part Two,MCLELLAN ST,42.2994619,-71.08360148,"(42.29946190, -71.08360148)"
I182007658,1805,Drug Violation,DRUGS - CLASS A TRAFFICKING OVER 18 GRAMS,B3,457,,1/29/18 15:08,2018,1,Monday,15,Part Two,MCLELLAN ST,42.2994619,-71.08360148,"(42.29946190, -71.08360148)"
I182007628,1831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,B2,171,,1/29/18 13:35,2018,1,Monday,13,Part Two,ALBANY ST,42.33428841,-71.07239518,"(42.33428841, -71.07239518)"
I182007605,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2, ,,1/29/18 11:10,2018,1,Monday,11,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I182007605,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2, ,,1/29/18 11:10,2018,1,Monday,11,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I182007576,1846,Drug Violation,DRUGS - POSS CLASS E,D14, ,,1/29/18 10:20,2018,1,Monday,10,Part Two,COMMONWEALTH AVE,,,"(0.00000000, 0.00000000)"
I182007571,1850,Drug Violation,DRUGS - POSS CLASS E - INTENT TO MFR DIST DISP,A1, ,,1/29/18 0:00,2018,1,Monday,0,Part Two,BOYLSTON ST,,,"(0.00000000, 0.00000000)"
I182007563,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,606,,1/29/18 10:05,2018,1,Monday,10,Part Two,S HUNTINGTON AVE,42.33041036,-71.11148382,"(42.33041036, -71.11148382)"
I182007516,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,C6,179,,1/29/18 2:46,2018,1,Monday,2,Part Two,GERARD ST,42.3322228,-71.07167184,"(42.33222280, -71.07167184)"
I182007516,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,179,,1/29/18 2:46,2018,1,Monday,2,Part Two,GERARD ST,42.3322228,-71.07167184,"(42.33222280, -71.07167184)"
I182007446,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A1,85,,1/28/18 19:13,2018,1,Sunday,19,Part Two,BALDWIN PL,42.36476191,-71.05580172,"(42.36476191, -71.05580172)"
I182007436,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5,932,,1/28/18 18:58,2018,1,Sunday,18,Part Two,WASHINGTON ST,42.27581799,-71.13991259,"(42.27581799, -71.13991259)"
I182007433,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,226,,1/28/18 18:14,2018,1,Sunday,18,Part Two,E FOURTH ST,42.33478021,-71.03435748,"(42.33478021, -71.03435748)"
I182007425,1831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,B2,288,,1/28/18 18:22,2018,1,Sunday,18,Part Two,ROXBURY ST,42.32952036,-71.08530641,"(42.32952036, -71.08530641)"
I182007404,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,906,,1/28/18 16:49,2018,1,Sunday,16,Part Two,HEATH ST,42.32638832,-71.10181751,"(42.32638832, -71.10181751)"
I182007306,1844,Drug Violation,DRUGS - POSS CLASS C,C6,186,,1/28/18 10:00,2018,1,Sunday,10,Part Two,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
I182007280,1832,Drug Violation,DRUGS - SICK ASSIST - OTHER HARMFUL DRUG,B2,262,,1/28/18 5:30,2018,1,Sunday,5,Part Two,BROOK AVE,42.32115322,-71.07406477,"(42.32115322, -71.07406477)"
I182007270,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,616,,1/28/18 2:12,2018,1,Sunday,2,Part Two,HUNTINGTON AVE,42.33704419,-71.09749044,"(42.33704419, -71.09749044)"
I182007225,1832,Drug Violation,DRUGS - SICK ASSIST - OTHER HARMFUL DRUG,A15,900,,1/27/18 22:35,2018,1,Saturday,22,Part Two,POLK ST,42.37912706,-71.06122663,"(42.37912706, -71.06122663)"
I182007192,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,A1,167,,1/27/18 20:30,2018,1,Saturday,20,Part Two,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
I182007190,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,288,,1/27/18 19:45,2018,1,Saturday,19,Part Two,DUDLEY ST,42.328876,-71.085139,"(42.32887600, -71.08513900)"
